"X.query","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","codigo_genoma"
"20501798","1410653.JHVC01000020_gene4580",7.26e-193,545,"COG2509@1|root,COG2509@2|Bacteria,1TP9I@1239|Firmicutes,247QM@186801|Clostridia,36F3G@31979|Clostridiaceae","186801|Clostridia","S","Oxidoreductase","-","-","-","ko:K07137","-","-","-","-","ko00000","-","-","-","FAD_binding_2,HI0933_like,Pyr_redox_2,Thi4","GCF_000007625.1"
"20501799","1487921.DP68_12815",6.89e-31,108,"COG2846@1|root,COG2846@2|Bacteria,1VET8@1239|Firmicutes,24QPY@186801|Clostridia,36MJC@31979|Clostridiaceae","186801|Clostridia","D","cluster protein-associated redox disulfide domain","-","-","-","-","-","-","-","-","-","-","-","-","DUF1858","GCF_000007625.1"
"20501800","1230342.CTM_17362",3.5e-99,296,"COG3884@1|root,COG3884@2|Bacteria,1TRH5@1239|Firmicutes,24G5K@186801|Clostridia,36EEF@31979|Clostridiaceae","186801|Clostridia","I","Acyl-ACP thioesterase","-","-","3.1.2.21","ko:K01071","ko00061,ko01100,map00061,map01100","-","R04014,R08157,R08158","RC00014,RC00039","ko00000,ko00001,ko01000,ko01004","-","-","-","Acyl-ACP_TE","GCF_000007625.1"
"20501801","1230342.CTM_17412",2.41e-204,576,"COG2081@1|root,COG2081@2|Bacteria,1TR7U@1239|Firmicutes,2497W@186801|Clostridia,36EA5@31979|Clostridiaceae","186801|Clostridia","S","HI0933 family","-","-","-","ko:K07007","-","-","-","-","ko00000","-","-","-","HI0933_like","GCF_000007625.1"
"20501802","1230342.CTM_17417",5.39e-54,172,"COG1832@1|root,COG1832@2|Bacteria,1VCAF@1239|Firmicutes,25DKS@186801|Clostridia,36KMB@31979|Clostridiaceae","186801|Clostridia","S","CoA binding domain","-","-","-","-","-","-","-","-","-","-","-","-","CoA_binding_2","GCF_000007625.1"
"20501803","1410653.JHVC01000020_gene4595",1.02e-122,355,"COG1806@1|root,COG1806@2|Bacteria,1TPG0@1239|Firmicutes,249ID@186801|Clostridia,36EQ5@31979|Clostridiaceae","186801|Clostridia","S","Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the pyruvate, phosphate dikinase (PPDK) by catalyzing its phosphorylation dephosphorylation","yqfL","-","2.7.11.33,2.7.4.28","ko:K09773","-","-","-","-","ko00000,ko01000","-","-","-","Kinase-PPPase","GCF_000007625.1"
"20501804","1230342.CTM_04320",2.43e-131,384,"COG1484@1|root,COG1484@2|Bacteria,1TPKM@1239|Firmicutes,2483D@186801|Clostridia,36DQQ@31979|Clostridiaceae","186801|Clostridia","L","DNA replication protein","dnaC","-","-","ko:K02315","-","-","-","-","ko00000,ko03032","-","-","-","IstB_IS21","GCF_000007625.1"
"20501805","1230342.CTM_04325",6.79e-161,457,"COG3935@1|root,COG3935@2|Bacteria,1TPR5@1239|Firmicutes,248E7@186801|Clostridia,36F7E@31979|Clostridiaceae","186801|Clostridia","L","DNA replication protein DnaD","dnaD","-","-","-","-","-","-","-","-","-","-","-","DnaB_2","GCF_000007625.1"
"20501806","1410653.JHVC01000012_gene2407",1.28e-166,476,"COG2070@1|root,COG2070@2|Bacteria,1TPX1@1239|Firmicutes,247YZ@186801|Clostridia,36E43@31979|Clostridiaceae","186801|Clostridia","S","2-nitropropane dioxygenase","-","-","-","-","-","-","-","-","-","-","-","-","NMO","GCF_000007625.1"
"20501807","1230342.CTM_04350",1.91e-73,223,"COG1846@1|root,COG1846@2|Bacteria,1V6GY@1239|Firmicutes,24HTB@186801|Clostridia,36IZQ@31979|Clostridiaceae","186801|Clostridia","K","Transcriptional regulator, MarR family","-","-","-","-","-","-","-","-","-","-","-","-","HTH_27,MarR,MarR_2","GCF_000007625.1"
"20501808","1410653.JHVC01000012_gene2405",2.77e-141,410,"COG0332@1|root,COG0332@2|Bacteria,1TP0K@1239|Firmicutes,248V8@186801|Clostridia,36DR2@31979|Clostridiaceae","186801|Clostridia","I","Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids","fabH","-","2.3.1.180","ko:K00648","ko00061,ko01100,ko01212,map00061,map01100,map01212","M00082,M00083","R10707","RC00004,RC02729,RC02888","ko00000,ko00001,ko00002,ko01000,ko01004","-","-","-","ACP_syn_III,ACP_syn_III_C","GCF_000007625.1"
"20501809","1230342.CTM_04360",1.19e-28,104,"COG0236@1|root,COG0236@2|Bacteria,1VEE3@1239|Firmicutes,24QME@186801|Clostridia,36MIP@31979|Clostridiaceae","186801|Clostridia","IQ","Carrier of the growing fatty acid chain in fatty acid biosynthesis","acpP","-","-","ko:K02078","-","-","-","-","ko00000,ko00001","-","-","-","PP-binding","GCF_000007625.1"
"20501810","1487921.DP68_04455",2.18e-176,497,"COG2070@1|root,COG2070@2|Bacteria,1TPC3@1239|Firmicutes,24831@186801|Clostridia,36E25@31979|Clostridiaceae","186801|Clostridia","S","2-nitropropane dioxygenase","fabK","-","1.3.1.9","ko:K02371","ko00061,ko01100,ko01212,map00061,map01100,map01212","M00083","R04429,R04724,R04955,R04958,R04961,R04966,R04969,R07765","RC00052,RC00076","ko00000,ko00001,ko00002,ko01000,ko01004","-","-","iHN637.CLJU_RS20775","NMO","GCF_000007625.1"
"20501811","1230342.CTM_04370",1.41e-146,421,"COG0331@1|root,COG0331@2|Bacteria,1TPB7@1239|Firmicutes,247UF@186801|Clostridia,36FFG@31979|Clostridiaceae","186801|Clostridia","I","malonyl CoA-acyl carrier protein transacylase","fabD","-","2.3.1.39","ko:K00645","ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212","M00082","R01626,R11671","RC00004,RC00039,RC02727","ko00000,ko00001,ko00002,ko01000,ko01004","-","-","-","Acyl_transf_1","GCF_000007625.1"
"20501812","1230342.CTM_04375",5.22e-123,357,"COG1028@1|root,COG1028@2|Bacteria,1TP76@1239|Firmicutes,247PV@186801|Clostridia,36EGR@31979|Clostridiaceae","186801|Clostridia","IQ","reductase","fabG","-","1.1.1.100","ko:K00059","ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004","-","-","-","adh_short_C2","GCF_000007625.1"
"20501813","1410653.JHVC01000012_gene2400",8.57e-238,660,"COG0304@1|root,COG0304@2|Bacteria,1TPA7@1239|Firmicutes,247VF@186801|Clostridia,36E5Q@31979|Clostridiaceae","186801|Clostridia","I","Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP","fabF","-","2.3.1.179","ko:K09458","ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212","M00083,M00572","R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119","RC00039,RC02728,RC02729,RC02888","ko00000,ko00001,ko00002,ko01000,ko01004","-","-","-","Ketoacyl-synt_C,ketoacyl-synt","GCF_000007625.1"
"20501814","1230342.CTM_04385",2.6e-44,150,"COG0511@1|root,COG0511@2|Bacteria,1VAB7@1239|Firmicutes,24MNP@186801|Clostridia,36KGP@31979|Clostridiaceae","186801|Clostridia","I","first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA","accB","-","-","ko:K02160","ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742","RC00040,RC00367","ko00000,ko00001,ko00002","-","-","iHN637.CLJU_RS20755","Biotin_lipoyl","GCF_000007625.1"
"20501815","1487921.DP68_04480",1.15e-71,218,"COG0764@1|root,COG0764@2|Bacteria,1V6EX@1239|Firmicutes,24JAW@186801|Clostridia,36IPJ@31979|Clostridiaceae","186801|Clostridia","I","Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs","fabZ","-","4.2.1.59","ko:K02372","ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212","M00083,M00572","R04428,R04535,R04537,R04544,R04568,R04954,R04965,R07764,R10117,R10121","RC00831,RC01095","ko00000,ko00001,ko00002,ko01000,ko01004","-","-","-","FabA","GCF_000007625.1"
"20501816","1230342.CTM_04395",1.89e-260,721,"COG0439@1|root,COG0439@2|Bacteria,1TP16@1239|Firmicutes,25E48@186801|Clostridia,36DJ8@31979|Clostridiaceae","186801|Clostridia","I","acetyl-CoA carboxylase, biotin carboxylase","accC","-","6.3.4.14,6.4.1.2","ko:K01961","ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04385","RC00040,RC00253,RC00367","ko00000,ko00001,ko00002,ko01000","-","-","-","Biotin_carb_C,Biotin_carb_N,CPSase_L_D2","GCF_000007625.1"
"20501817","1230342.CTM_04400",1.99e-289,805,"COG0777@1|root,COG0825@1|root,COG0777@2|Bacteria,COG0825@2|Bacteria,1TP4U@1239|Firmicutes,248QK@186801|Clostridia,36DEI@31979|Clostridiaceae","186801|Clostridia","I","Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA","accD","-","2.1.3.15,6.4.1.2","ko:K01962,ko:K01963","ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04386","RC00040,RC00253,RC00367","ko00000,ko00001,ko00002,ko01000","-","-","iHN637.CLJU_RS20740","ACCA,Carboxyl_trans","GCF_000007625.1"
"20501818","592027.CLG_B0493",6.87e-83,246,"COG2963@1|root,COG2963@2|Bacteria,1VW3A@1239|Firmicutes,24J72@186801|Clostridia,36JBQ@31979|Clostridiaceae","186801|Clostridia","L","transposase activity","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20501819","592027.CLG_B0492",7.69e-156,441,"COG2801@1|root,COG2801@2|Bacteria,1TRR6@1239|Firmicutes,24B89@186801|Clostridia,36GS0@31979|Clostridiaceae","186801|Clostridia","L","Integrase core domain","-","-","-","-","-","-","-","-","-","-","-","-","HTH_21,rve,rve_2","GCF_000007625.1"
"20501820","1230342.CTM_04410",2.27e-82,247,"COG1528@1|root,COG1528@2|Bacteria,1V1BJ@1239|Firmicutes,24FUF@186801|Clostridia,36IYC@31979|Clostridiaceae","186801|Clostridia","P","Iron-storage protein","ftnA","-","1.16.3.2","ko:K02217","-","-","-","-","ko00000,ko01000","-","-","-","Ferritin","GCF_000007625.1"
"20501821","1443125.Z962_00280",7.58e-63,205,"COG1404@1|root,COG1404@2|Bacteria,1TQRU@1239|Firmicutes,249H1@186801|Clostridia,36FNC@31979|Clostridiaceae","186801|Clostridia","O","peptidase S8 and S53, subtilisin, kexin, sedolisin","aprX","-","-","ko:K17734","-","-","-","-","ko00000,ko01000,ko01002","-","-","-","Peptidase_S8","GCF_000007625.1"
"20501822","1230342.CTM_04490",8.87e-66,204,"COG3238@1|root,COG3238@2|Bacteria,1V6J0@1239|Firmicutes,25CV2@186801|Clostridia,36X17@31979|Clostridiaceae","186801|Clostridia","S","Putative inner membrane exporter, YdcZ","-","-","-","ko:K09936","ko02024,map02024","-","-","-","ko00000,ko00001,ko02000","2.A.7.21","-","-","DMT_YdcZ","GCF_000007625.1"
"20501823","1230342.CTM_04495",1.72e-83,249,"COG4508@1|root,COG4508@2|Bacteria,1V6PI@1239|Firmicutes,24G28@186801|Clostridia,36IGY@31979|Clostridiaceae","186801|Clostridia","S","PFAM dUTPase","-","-","-","-","-","-","-","-","-","-","-","-","dUTPase_2","GCF_000007625.1"
"20501824","1410653.JHVC01000001_gene1561",7.02e-77,235,"COG0348@1|root,COG0348@2|Bacteria,1V143@1239|Firmicutes,25BBT@186801|Clostridia,36FQI@31979|Clostridiaceae","186801|Clostridia","C","PFAM 4Fe-4S ferredoxin iron-sulfur binding domain protein","-","-","-","-","-","-","-","-","-","-","-","-","Fer4,Fer4_10,Fer4_5,Fer4_9","GCF_000007625.1"
"20501825","1230342.CTM_04515",8.11e-289,794,"COG0017@1|root,COG0017@2|Bacteria,1TP38@1239|Firmicutes,2484D@186801|Clostridia,36E04@31979|Clostridiaceae","186801|Clostridia","J","Asparaginyl-tRNA synthetase","asnS","-","6.1.1.22","ko:K01893","ko00970,map00970","M00359,M00360","R03648","RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016","-","-","-","tRNA-synt_2,tRNA_anti-codon","GCF_000007625.1"
"20501826","1410653.JHVC01000012_gene2372",3.34e-77,233,"COG0454@1|root,COG0456@2|Bacteria,1VC1N@1239|Firmicutes,24MWN@186801|Clostridia,36V25@31979|Clostridiaceae","186801|Clostridia","K","Acetyltransferase (GNAT) domain","-","-","-","-","-","-","-","-","-","-","-","-","Acetyltransf_1,Acetyltransf_10,Acetyltransf_7","GCF_000007625.1"
"20501827","1230342.CTM_04525",3.2e-75,232,"COG0785@1|root,COG0785@2|Bacteria,1TQH1@1239|Firmicutes,249IS@186801|Clostridia,36FFI@31979|Clostridiaceae","186801|Clostridia","O","Cytochrome c biogenesis protein transmembrane region","ccdA","-","-","ko:K06196","-","-","-","-","ko00000,ko02000","5.A.1.2","-","-","AhpC-TSA,DsbD,Redoxin","GCF_000007625.1"
"20501828","1410653.JHVC01000012_gene2370",5.63e-45,150,"COG0526@1|root,COG0526@2|Bacteria,1V7JP@1239|Firmicutes,25ET7@186801|Clostridia,36UY9@31979|Clostridiaceae","186801|Clostridia","CO","Thioredoxin-like","-","-","-","ko:K06196","-","-","-","-","ko00000,ko02000","5.A.1.2","-","-","AhpC-TSA,Redoxin","GCF_000007625.1"
"20501829","1230342.CTM_16017",2.02e-103,307,"COG0496@1|root,COG0496@2|Bacteria,1TS2T@1239|Firmicutes,24BI5@186801|Clostridia,36F35@31979|Clostridiaceae","186801|Clostridia","S","Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates","surE","-","3.1.3.5","ko:K03787","ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110","-","R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346","RC00017","ko00000,ko00001,ko01000","-","-","-","SurE","GCF_000007625.1"
"20501830","1230342.CTM_15997",9.84e-86,262,"COG0697@1|root,COG0697@2|Bacteria,1TPUW@1239|Firmicutes,247X1@186801|Clostridia,36FB9@31979|Clostridiaceae","186801|Clostridia","EG","DMT(Drug metabolite transporter) superfamily permease","-","-","-","-","-","-","-","-","-","-","-","-","EamA","GCF_000007625.1"
"20501831","1230342.CTM_14328",8.18e-86,255,"COG0225@1|root,COG0225@2|Bacteria,1TQ3E@1239|Firmicutes,247UT@186801|Clostridia,36IWX@31979|Clostridiaceae","186801|Clostridia","O","Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine","msrA","-","1.8.4.11,1.8.4.12","ko:K07304,ko:K12267","-","-","-","-","ko00000,ko01000","-","-","-","PMSR,SelR","GCF_000007625.1"
"20501832","1410653.JHVC01000027_gene1088",1.35e-53,181,"2DCPZ@1|root,2ZEW4@2|Bacteria,1V1NN@1239|Firmicutes,24FYM@186801|Clostridia,36J2S@31979|Clostridiaceae","186801|Clostridia","S","TraX protein","-","-","-","-","-","-","-","-","-","-","-","-","TraX","GCF_000007625.1"
"20501833","1410653.JHVC01000001_gene1873",6.89e-151,433,"COG0502@1|root,COG0502@2|Bacteria,1TPQ4@1239|Firmicutes,248J4@186801|Clostridia,36F2Q@31979|Clostridiaceae","186801|Clostridia","H","Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism","bioB","-","2.8.1.6","ko:K01012","ko00780,ko01100,map00780,map01100","M00123,M00573,M00577","R01078","RC00441","ko00000,ko00001,ko00002,ko01000","-","-","-","BATS,Radical_SAM","GCF_000007625.1"
"20501834","865861.AZSU01000006_gene1363",1.2e-212,595,"COG1473@1|root,COG1473@2|Bacteria,1TQ7B@1239|Firmicutes,24DCH@186801|Clostridia,36QID@31979|Clostridiaceae","186801|Clostridia","S","Peptidase dimerisation domain","-","-","-","-","-","-","-","-","-","-","-","-","M20_dimer,Peptidase_M20","GCF_000007625.1"
"20501835","1347392.CCEZ01000008_gene2246",8.65e-157,446,"COG0583@1|root,COG0583@2|Bacteria,1TRJK@1239|Firmicutes,24AY4@186801|Clostridia,36GU8@31979|Clostridiaceae","186801|Clostridia","K","LysR family","-","-","-","-","-","-","-","-","-","-","-","-","HTH_1,LysR_substrate","GCF_000007625.1"
"20501836","318464.IO99_12760",6.76e-254,700,"COG1478@1|root,COG1478@2|Bacteria,1TSTY@1239|Firmicutes,249IH@186801|Clostridia,36F0I@31979|Clostridiaceae","186801|Clostridia","S","F420-0:Gamma-glutamyl ligase","-","-","-","-","-","-","-","-","-","-","-","-","F420_ligase","GCF_000007625.1"
"20501837","1540257.JQMW01000011_gene2261",1.06e-133,382,"COG1187@1|root,COG1187@2|Bacteria,1TP68@1239|Firmicutes,248UG@186801|Clostridia,36EC2@31979|Clostridiaceae","186801|Clostridia","J","Belongs to the pseudouridine synthase RsuA family","rluF","-","5.4.99.21,5.4.99.22","ko:K06178,ko:K06182","-","-","-","-","ko00000,ko01000,ko03009","-","-","-","PseudoU_synth_2,S4","GCF_000007625.1"
"20501838","1121289.JHVL01000001_gene1980",1.42e-57,186,"2C5QZ@1|root,33EK9@2|Bacteria,1VKGE@1239|Firmicutes,24VZP@186801|Clostridia,36PMW@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20501839","1121289.JHVL01000001_gene1981",5.91e-87,267,"2EDKF@1|root,337GA@2|Bacteria,1VJWG@1239|Firmicutes,24NU6@186801|Clostridia,36MH9@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20501840","1121472.AQWN01000002_gene2174",1.09e-108,316,"COG0605@1|root,COG0605@2|Bacteria,1TPXT@1239|Firmicutes,24HDS@186801|Clostridia,260SB@186807|Peptococcaceae","186801|Clostridia","P","Destroys radicals which are normally produced within the cells and which are toxic to biological systems","sodA","-","1.15.1.1","ko:K04564","ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map04013,map04068,map04146,map04211,map04212,map04213,map05016","-","-","-","ko00000,ko00001,ko01000","-","-","-","Sod_Fe_C,Sod_Fe_N","GCF_000007625.1"
"20501841","1230342.CTM_05238",3.87e-144,414,"COG0642@1|root,COG2205@2|Bacteria,1UZKD@1239|Firmicutes,249N3@186801|Clostridia,36GZR@31979|Clostridiaceae","186801|Clostridia","T","Histidine kinase","-","-","-","-","-","-","-","-","-","-","-","-","HATPase_c,HisKA","GCF_000007625.1"
"20501842","1499689.CCNN01000007_gene1987",6.51e-88,268,"2EMFE@1|root,33F46@2|Bacteria,1VKFX@1239|Firmicutes,24EHX@186801|Clostridia,36FN1@31979|Clostridiaceae","186801|Clostridia","S","ABC-2 family transporter protein","-","-","-","ko:K01992","-","M00254","-","-","ko00000,ko00002,ko02000","3.A.1","-","-","ABC2_membrane_2,ABC2_membrane_4","GCF_000007625.1"
"20501843","1410653.JHVC01000003_gene3993",1.11e-164,466,"COG1131@1|root,COG1131@2|Bacteria,1TPBQ@1239|Firmicutes,247M8@186801|Clostridia,36DFE@31979|Clostridiaceae","186801|Clostridia","V","ABC transporter","-","-","-","ko:K01990","-","M00254","-","-","ko00000,ko00002,ko02000","3.A.1","-","-","ABC_tran","GCF_000007625.1"
"20501844","1499689.CCNN01000007_gene1989",1.61e-130,374,"COG0745@1|root,COG0745@2|Bacteria,1TT2Z@1239|Firmicutes,248PN@186801|Clostridia,36DR9@31979|Clostridiaceae","186801|Clostridia","T","response regulator, receiver","-","-","-","-","-","-","-","-","-","-","-","-","Response_reg,Trans_reg_C","GCF_000007625.1"
"20501845","536233.CLO_1974",1.53e-48,155,"COG5566@1|root,COG5566@2|Bacteria,1VEZS@1239|Firmicutes,24QVB@186801|Clostridia,36MRC@31979|Clostridiaceae","186801|Clostridia","S","COG2197 Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain","-","-","-","-","-","-","-","-","-","-","-","-","Mor","GCF_000007625.1"
"20501846","1487921.DP68_02310",6.56e-106,311,"2C009@1|root,32UHI@2|Bacteria,1V4P1@1239|Firmicutes,24ABW@186801|Clostridia,36FRT@31979|Clostridiaceae","186801|Clostridia","S","FBP C-terminal treble-clef zinc-finger","-","-","-","-","-","-","-","-","-","-","-","-","EF-G-binding_N,FBP_C","GCF_000007625.1"
"20501847","1499689.CCNN01000014_gene3197",1.28e-83,249,"COG1576@1|root,COG1576@2|Bacteria,1V3JM@1239|Firmicutes,24HED@186801|Clostridia,36I0G@31979|Clostridiaceae","186801|Clostridia","J","Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA","rlmH","-","2.1.1.177","ko:K00783","-","-","-","-","ko00000,ko01000,ko03009","-","-","-","SPOUT_MTase","GCF_000007625.1"
